agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
024,"Department of Homeland Security",024-70-0700,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-70-0700,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-70-0700,"Operations and Support",2022,"Funding Total",355.72
024,"Department of Homeland Security",024-55-0545,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-55-0545,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-55-0545,"Procurement, Construction, and Improvements",2022,"Funding Total",23.169
024,"Department of Homeland Security",024-20-0200,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-20-0200,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-20-0200,"Operations and Support",2022,"Funding Total",30.014
024,"Department of Homeland Security",024-58-5595,"Electronic System for Travel Authorization",2022,"CIO Authority",0
024,"Department of Homeland Security",024-58-5595,"Electronic System for Travel Authorization",2022,"Budget Authority",0
024,"Department of Homeland Security",024-58-5595,"Electronic System for Travel Authorization",2022,"Funding Total",25.628
024,"Department of Homeland Security",024-30-0300,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-30-0300,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-30-0300,"Operations and Support",2022,"Funding Total",1039.665
024,"Department of Homeland Security",024-58-0532,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-58-0532,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-58-0532,"Procurement, Construction, and Improvements",2022,"Funding Total",139.75
024,"Department of Homeland Security",024-15-0406,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-15-0406,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-15-0406,"Procurement, Construction, and Improvements",2022,"Funding Total",110.652
024,"Department of Homeland Security",024-65-0566,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-65-0566,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-65-0566,"Operations and Support",2022,"Funding Total",1100.277
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2022,"Funding Total",579.532
024,"Department of Homeland Security",024-65-0412,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-65-0412,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-65-0412,"Procurement, Construction, and Improvements",2022,"Funding Total",496.407
024,"Department of Homeland Security",024-70-0414,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-70-0414,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-70-0414,"Procurement, Construction, and Improvements",2022,"Funding Total",79.438
024,"Department of Homeland Security",024-49-0509,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-49-0509,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-49-0509,"Operations and Support",2022,"Funding Total",48.207
024,"Department of Homeland Security",024-80-0800,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-80-0800,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-80-0800,"Operations and Support",2022,"Funding Total",29.442
024,"Department of Homeland Security",024-60-0610,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-60-0610,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-60-0610,"Operations and Support",2022,"Funding Total",1076.626
024,"Department of Homeland Security",024-70-0413,"Federal Assistance",2022,"CIO Authority",0
024,"Department of Homeland Security",024-70-0413,"Federal Assistance",2022,"Budget Authority",0
024,"Department of Homeland Security",024-70-0413,"Federal Assistance",2022,"Funding Total",6.81
024,"Department of Homeland Security",024-60-0613,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-60-0613,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-60-0613,"Procurement, Construction, and Improvements",2022,"Funding Total",42.256
024,"Department of Homeland Security",024-15-0542,"Federal Protective Service",2022,"CIO Authority",0
024,"Department of Homeland Security",024-15-0542,"Federal Protective Service",2022,"Budget Authority",0
024,"Department of Homeland Security",024-15-0542,"Federal Protective Service",2022,"Funding Total",19.488
024,"Department of Homeland Security",024-80-0803,"Research and Development",2022,"CIO Authority",0
024,"Department of Homeland Security",024-80-0803,"Research and Development",2022,"Budget Authority",0
024,"Department of Homeland Security",024-80-0803,"Research and Development",2022,"Funding Total",0.175
024,"Department of Homeland Security",024-15-0112,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-15-0112,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-15-0112,"Operations and Support",2022,"Funding Total",352.022
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2022,"Funding Total",1.547
024,"Department of Homeland Security",024-70-4236,"National Flood Insurance Fund",2022,"CIO Authority",0
024,"Department of Homeland Security",024-70-4236,"National Flood Insurance Fund",2022,"Budget Authority",0
024,"Department of Homeland Security",024-70-4236,"National Flood Insurance Fund",2022,"Funding Total",78.423
024,"Department of Homeland Security",024-40-0401,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-40-0401,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-40-0401,"Procurement, Construction, and Improvements",2022,"Funding Total",9.5
024,"Department of Homeland Security",024-70-0715,"Radiological emergency preparedness program",2022,"CIO Authority",0
024,"Department of Homeland Security",024-70-0715,"Radiological emergency preparedness program",2022,"Budget Authority",0
024,"Department of Homeland Security",024-70-0715,"Radiological emergency preparedness program",2022,"Funding Total",1.57
024,"Department of Homeland Security",024-15-4640,"Working Capital Fund",2022,"CIO Authority",0
024,"Department of Homeland Security",024-15-4640,"Working Capital Fund",2022,"Budget Authority",0
024,"Department of Homeland Security",024-15-4640,"Working Capital Fund",2022,"Funding Total",0.12
024,"Department of Homeland Security",024-68-0117,"Operations and Support",2022,"CIO Authority",0
024,"Department of Homeland Security",024-68-0117,"Operations and Support",2022,"Budget Authority",0
024,"Department of Homeland Security",024-68-0117,"Operations and Support",2022,"Funding Total",1.945
024,"Department of Homeland Security",024-45-0410,"Procurement, Construction, and Improvements",2022,"CIO Authority",0
024,"Department of Homeland Security",024-45-0410,"Procurement, Construction, and Improvements",2022,"Budget Authority",0
024,"Department of Homeland Security",024-45-0410,"Procurement, Construction, and Improvements",2022,"Funding Total",106.836
024,"Department of Homeland Security",024-85-0411,"Federal Assistance",2022,"CIO Authority",0
024,"Department of Homeland Security",024-85-0411,"Federal Assistance",2022,"Budget Authority",0
024,"Department of Homeland Security",024-85-0411,"Federal Assistance",2022,"Funding Total",2.069
024,"Department of Homeland Security",024-58-5543,"International Registered Traveler",2022,"CIO Authority",0
024,"Department of Homeland Security",024-58-5543,"International Registered Traveler",2022,"Budget Authority",0
024,"Department of Homeland Security",024-58-5543,"International Registered Traveler",2022,"Funding Total",93.572
024,"Department of Homeland Security",024-60-0615,"Research and Development",2022,"CIO Authority",0
024,"Department of Homeland Security",024-60-0615,"Research and Development",2022,"Budget Authority",0
024,"Department of Homeland Security",024-60-0615,"Research and Development",2022,"Funding Total",17.036
024,"Department of Homeland Security",024-15-0112,"Operations and Support",2023,"CIO Authority",368.216
024,"Department of Homeland Security",024-15-0112,"Operations and Support",2023,"Budget Authority",511.965
024,"Department of Homeland Security",024-15-0112,"Operations and Support",2023,"Funding Total",393.41
024,"Department of Homeland Security",024-10-0100,"Operations and Support",2023,"CIO Authority",486.818
024,"Department of Homeland Security",024-10-0100,"Operations and Support",2023,"Budget Authority",518.618
024,"Department of Homeland Security",024-10-0100,"Operations and Support",2023,"Funding Total",455.222
024,"Department of Homeland Security",024-45-0550,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-45-0550,"Operations and Support",2023,"Budget Authority",857.481
024,"Department of Homeland Security",024-45-0550,"Operations and Support",2023,"Funding Total",861.744
024,"Department of Homeland Security",024-80-0800,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-80-0800,"Operations and Support",2023,"Budget Authority",29.928
024,"Department of Homeland Security",024-80-0800,"Operations and Support",2023,"Funding Total",29.913
024,"Department of Homeland Security",024-58-0530,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-58-0530,"Operations and Support",2023,"Budget Authority",1631.374
024,"Department of Homeland Security",024-58-0530,"Operations and Support",2023,"Funding Total",1896.109
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2023,"Budget Authority",1.547
024,"Department of Homeland Security",024-85-0861,"Operations and Support",2023,"Funding Total",4.965
024,"Department of Homeland Security",024-65-0566,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-65-0566,"Operations and Support",2023,"Budget Authority",1115.819
024,"Department of Homeland Security",024-65-0566,"Operations and Support",2023,"Funding Total",1469.241
024,"Department of Homeland Security",024-58-0532,"Procurement, Construction, and Improvements",2023,"CIO Authority",0
024,"Department of Homeland Security",024-58-0532,"Procurement, Construction, and Improvements",2023,"Budget Authority",167.201
024,"Department of Homeland Security",024-58-0532,"Procurement, Construction, and Improvements",2023,"Funding Total",250.754
024,"Department of Homeland Security",024-40-0400,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-40-0400,"Operations and Support",2023,"Budget Authority",208.538
024,"Department of Homeland Security",024-40-0400,"Operations and Support",2023,"Funding Total",203.76
024,"Department of Homeland Security",024-70-0700,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-70-0700,"Operations and Support",2023,"Budget Authority",395.74
024,"Department of Homeland Security",024-70-0700,"Operations and Support",2023,"Funding Total",364.252
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2023,"CIO Authority",0
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2023,"Budget Authority",553.672
024,"Department of Homeland Security",024-55-0540,"Operations and Support",2023,"Funding Total",613.849
024,"Department of Homeland Security",024-55-0545,"Procurement, Construction, and Improvements",2023,"CIO Authority",0
024,"Department of Homeland Security",024-55-0545,"Procurement, Construction, and Improvements",2023,"Budget Authority",11.838
024,"Department of Homeland Security",024-55-0545,"Procurement, Construction, and Improvements",2023,"Funding Total",22.659
